traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
于歸,于归,yu2 gui1],(literary) (of a girl) to marry,,,,,,,,,,,,,,,,,
于歸之喜,于归之喜,yu2 gui1 zhi1 xi3],the joy of matrimony (polite phrase referring to a young woman),,,,,,,,,,,,,,,,,
于洪,于洪,Yu2 hong2],Yuhong district of Shenyang city 沈陽市|沈阳市 Liaoning,,,,,,,,,,,,,,,,,
于洪區,于洪区,Yu2 hong2 Qu1],Yuhong District of Shenyang city 沈陽市|沈阳市[Shen3 yang2 shi4] Liaoning,,,,,,,,,,,,,,,,,
亐,亐,yu2],archaic variant of 于[Yu2],,,,,,,,,,,,,,,,,
云,云,yun2],(classical) to say,,,,,,,,,,,,,,,,,
云云,云云,yun2 yun2],and so on,so and so,many and confused,,,,,,,,,,,,,,,
云城,云城,Yun2 cheng2],Yuncheng district of Yunfu city 雲浮市|云浮市[Yun2 fu2 shi4] Guangdong,,,,,,,,,,,,,,,,,
云城區,云城区,Yun2 cheng2 qu1],Yuncheng district of Yunfu city 雲浮市|云浮市[Yun2 fu2 shi4] Guangdong,,,,,,,,,,,,,,,,,
互,互,hu4],mutual,,,,,,,,,,,,,,,,,
互不侵犯,互不侵犯,hu4 bu4 qin1 fan4],non-aggression,,,,,,,,,,,,,,,,,
互不相欠,互不相欠,hu4 bu4 xiang1 qian4],see 兩不相欠|两不相欠[liang3 bu4 xiang1 qian4],,,,,,,,,,,,,,,,,
互不相讓,互不相让,hu4 bu4 xiang1 rang4],neither giving way to the other,,,,,,,,,,,,,,,,,
互信,互信,hu4 xin4],mutual trust,,,,,,,,,,,,,,,,,
互利,互利,hu4 li4],mutually beneficial,,,,,,,,,,,,,,,,,
互助,互助,Hu4 zhu4],Huzhu Tuzu autonomous county in Haidong prefecture 海東地區|海东地区[Hai3 dong1 di4 qu1] Qinghai,,,,,,,,,,,,,,,,,
互助,互助,hu4 zhu4],to help each other,,,,,,,,,,,,,,,,,
互助土族自治縣,互助土族自治县,Hu4 zhu4 Tu3 zu2 Zi4 zhi4 xian4],Huzhu Tuzu Autonomous County in Haidong prefecture 海東地區|海东地区[Hai3 dong1 di4 qu1] Qinghai,,,,,,,,,,,,,,,,,
互助縣,互助县,Hu4 zhu4 xian4],Huzhu Tuzu autonomous county in Haidong prefecture 海東地區|海东地区[Hai3 dong1 di4 qu1] Qinghai,,,,,,,,,,,,,,,,,
互勉,互勉,hu4 mian3],to encourage each other,,,,,,,,,,,,,,,,,
互動,互动,hu4 dong4],to interact,interactive,,,,,,,,,,,,,,,,
互動電視,互动电视,hu4 dong4 dian4 shi4],interactive TV,,,,,,,,,,,,,,,,,
互惠,互惠,hu4 hui4],mutual benefit,mutually beneficial,reciprocal,,,,,,,,,,,,,,,
互換,互换,hu4 huan4],to exchange,,,,,,,,,,,,,,,,,
互操性,互操性,hu4 cao1 xing4],interoperability,,,,,,,,,,,,,,,,,
互文,互文,hu4 wen2],paired phrases (poetic device),,,,,,,,,,,,,,,,,
互斥,互斥,hu4 chi4],mutually exclusive,,,,,,,,,,,,,,,,,
互為因果,互为因果,hu4 wei2 yin1 guo3],mutually related karma (idiom); fates are intertwined,interdependent,,,,,,,,,,,,,,,,
互生,互生,hu4 sheng1],alternate phyllotaxy (leaf pattern),,,,,,,,,,,,,,,,,
互生葉,互生叶,hu4 sheng1 ye4],alternate phyllotaxy (leaf pattern),,,,,,,,,,,,,,,,,
互異,互异,hu4 yi4],differing from one another,mutually different,,,,,,,,,,,,,,,,
互相,互相,hu4 xiang1],each other,mutually,mutual,,,,,,,,,,,,,,,
互相依存,互相依存,hu4 xiang1 yi1 cun2],interdependent,,,,,,,,,,,,,,,,,
互相扯皮,互相扯皮,hu4 xiang1 che3 pi2],to pass the buck,to shirk responsibility,,,,,,,,,,,,,,,,
互相推諉,互相推诿,hu4 xiang1 tui1 wei3],mutually shirking responsibilities (idiom); each blaming the other,passing the buck to and fro,each trying to unload responsibilities onto the other,,,,,,,,,,,,,,,
互相監督,互相监督,hu4 xiang1 jian1 du1],mutual supervision,,,,,,,,,,,,,,,,,
互相聯繫,互相联系,hu4 xiang1 lian2 xi4],mutually related,interconnected,,,,,,,,,,,,,,,,
互相連接,互相连接,hu4 xiang1 lian2 jie1],interlinked,,,,,,,,,,,,,,,,,
互粉,互粉,hu4 fen3],to follow each other's accounts (on Weibo etc),,,,,,,,,,,,,,,,,
互素,互素,hu4 su4],(math.) coprime,relatively prime (having no common factor),,,,,,,,,,,,,,,,
互聯,互联,hu4 lian2],interconnected,,,,,,,,,,,,,,,,,
互聯網,互联网,Hu4 lian2 wang3],Internet,,,,,,,,,,,,,,,,,
互聯網站,互联网站,hu4 lian2 wang3 zhan4],Internet site,,,,,,,,,,,,,,,,,
互聯網絡,互联网络,hu4 lian2 wang3 luo4],network,,,,,,,,,,,,,,,,,
互補,互补,hu4 bu3],complementary,to complement each other,,,,,,,,,,,,,,,,
互訪,互访,hu4 fang3],exchange visits,,,,,,,,,,,,,,,,,
互訴衷腸,互诉衷肠,hu1 su4 zhong1 chang2],to confide in each other (idiom),,,,,,,,,,,,,,,,,
互譯,互译,hu4 yi4],two-way translation,,,,,,,,,,,,,,,,,
互通,互通,hu4 tong1],to intercommunicate,to interoperate,,,,,,,,,,,,,,,,
互通性,互通性,hu4 tong1 xing4],interoperability (of communications equipment),,,,,,,,,,,,,,,,,
互通有無,互通有无,hu4 tong1 you3 wu2],mutual exchange of assistance (idiom),to benefit from each other's strengths and make up each other's shortfalls,to reciprocate with material assistance,scratch each other's back,,,,,,,,,,,,,,
互連,互连,hu4 lian2],interconnection,,,,,,,,,,,,,,,,,
亓,亓,Qi2],surname Qi,,,,,,,,,,,,,,,,,
亓,亓,qi2],his,her,its,their,,,,,,,,,,,,,,
五,五,wu3],five,5,,,,,,,,,,,,,,,,
五一,五一,wu3 yi1],5-1 (May 1st),,,,,,,,,,,,,,,,,
五七,五七,wu3 qi1],memorial activity 35 days after a person's death,,,,,,,,,,,,,,,,,
五七一代,五七一代,wu3 qi1 yi1 dai4],generation of 1957,refers to Mao's anti-rightist purge of 1957,,,,,,,,,,,,,,,,
五七幹校,五七干校,wu3 qi1 gan4 xiao4],May 7 Cadre School (forcing educated people into re-education and peasant labor during Cultural Revolution),abbr. for 五七幹部學校|五七干部学校[wu3 qi1 gan4 bu4 xue2 xiao4],,,,,,,,,,,,,,,,
五七幹部學校,五七干部学校,wu3 qi1 gan4 bu4 xue2 xiao4],May 7 Cadre School (forcing educated people into re-education and peasant labor during Cultural Revolution),abbr. to 五七幹校|五七干校,,,,,,,,,,,,,,,,
五世,五世,wu3 shi4],the fifth (of series of numbered kings),,,,,,,,,,,,,,,,,
五五,五五,wu3 wu3],50-50,equal (share partnership etc),,,,,,,,,,,,,,,,
五人墓碑記,五人墓碑记,wu3 ren2 mu4 bei1 ji4],Five tombstone inscriptions (1628) written by Zhang Pu 張溥|张溥[Zhang1 Pu3],,,,,,,,,,,,,,,,,
五代,五代,Wu3 dai4],Five Dynasties period of history between the fall of the Tang dynasty (907) and the founding of the Song dynasty (960) when five would-be dynasties were established in quick succession in North China,,,,,,,,,,,,,,,,,
五代十國,五代十国,Wu3 dai4 Shi2 guo2],Five Dynasties (907-960) and Ten Kingdoms (902-979) period of political turmoil in ancient China,,,,,,,,,,,,,,,,,
五代史,五代史,Wu3 dai4 shi3],History of the Five Dynasties eighteenth of the 24 dynastic histories 二十四史[Er4 shi2 si4 Shi3] compiled under Xue Juzheng 薛居正[Xue1 Ju1 zheng4] in 974 during Northern Song 北宋[Bei3 Song4] 150 scrolls,,,,,,,,,,,,,,,,,
五倍子樹,五倍子树,wu3 bei4 zi5 shu4],Chinese sumac (Rhus chinensis),,,,,,,,,,,,,,,,,
五倫,五伦,wu3 lun2],the five Confucian relationships (ruler-subject father-son brother-brother husband-wife friend-friend),,,,,,,,,,,,,,,,,
五光十色,五光十色,wu3 guang1 shi2 se4],bright and multicolored,of rich variety,(fig.) dazzling,glitzy,,,,,,,,,,,,,,
五分之一,五分之一,wu3 fen1 zhi1 yi1],one fifth,,,,,,,,,,,,,,,,,
五分熟,五分熟,wu3 fen1 shu2],cooked five minutes,medium (of steak),,,,,,,,,,,,,,,,
五分美金,五分美金,wu3 fen1 Mei3 jin1],nickel,five US cents,,,,,,,,,,,,,,,,
五刑,五刑,wu3 xing2],imperial five punishments of feudal China up to Han times: tattooing characters on the forehead 墨[mo4] cutting off the nose 劓[yi4] amputation of one or both feet 刖[yue4] castration 宮|宫[gong1] execution 大辟[da4 pi4],Han dynasty onwards: whipping 笞[chi1] beating the legs and buttocks with rough thorns 杖[zhang4] forced labor 徒[tu2] exile or banishment 流[liu2] capital punishment 死[si3],,,,,,,,,,,,,,,,
五加,五加,wu3 jia1],Acanthopanax gracilistylus,,,,,,,,,,,,,,,,,
五勞七傷,五劳七伤,wu3 lao2 qi1 shang1],"(TCM) ""five strains and seven impairments"" five referring to the five viscera 五臟|五脏[wu3 zang4] and seven to adverse effects on one's body as a result of: overeating (spleen) anger (liver) moisture (kidney) cold (lung) worry (heart) wind and rain (outer appearance) and fear (mind)",,,,,,,,,,,,,,,,,
五十,五十,wu3 shi2],fifty,,,,,,,,,,,,,,,,,
五十步笑百步,五十步笑百步,wu3 shi2 bu4 xiao4 bai3 bu4],the one who has retreated 50 steps laughs at the one who has retreated 100 steps (idiom),the pot calls the kettle black,,,,,,,,,,,,,,,,
五十肩,五十肩,wu3 shi2 jian1],adhesive capsulitis (frozen shoulder),,,,,,,,,,,,,,,,,
五十鈴,五十铃,Wu3 shi2 ling2],Isuzu,,,,,,,,,,,,,,,,,
五卅,五卅,wu3 sa4],abbr. for 五卅運動|五卅运动[wu3 sa4 yun4 dong4] The May Thirtieth Movement (1925),,,,,,,,,,,,,,,,,
五卅運動,五卅运动,wu3 sa4 yun4 dong4],anti-imperialist movement of 30th May 1925 involving general strike esp. in Shanghai Guangzhou Hong Kong etc,,,,,,,,,,,,,,,,,
五原,五原,Wu3 yuan2],Wuyuan county in Bayan Nur 巴彥淖爾|巴彦淖尔[Ba1 yan4 nao4 er3] Inner Mongolia,,,,,,,,,,,,,,,,,
五原縣,五原县,Wu3 yuan2 xian4],Wuyuan county in Bayan Nur 巴彥淖爾|巴彦淖尔[Ba1 yan4 nao4 er3] Inner Mongolia,,,,,,,,,,,,,,,,,
五口通商,五口通商,wu3 kou3 tong1 shang1],the five treaty ports forced on Qing China by the 1842 treaty of Nanjing 南京條約|南京条约 that concluded the First Opium War namely: Guangzhou 廣州|广州 Fuzhou 福州 Ningbo 寧波|宁波 Xiamen or Amoy 廈門|厦门 and Shanghai 上海,,,,,,,,,,,,,,,,,
五味,五味,wu3 wei4],the five flavors namely: sweet 甜 sour 酸 bitter 苦 spicy hot 辣 salty 鹹|咸,all kinds of flavors,,,,,,,,,,,,,,,,
五味俱全,五味俱全,wu3 wei4 ju4 quan2],a complete gamut of all five flavors (idiom); every flavor under the sun,,,,,,,,,,,,,,,,,
五味子,五味子,wu3 wei4 zi3],schizandra (Schisandra chinensis),Magnolia vine,,,,,,,,,,,,,,,,
五味雜陳,五味杂陈,wu3 wei4 za2 chen2],with complex feelings (idiom),,,,,,,,,,,,,,,,,
五四,五四,wu3 si4],fourth of May cf 五四運動|五四运动 national renewal movement that started with 4th May 1919 protest against the Treaty of Versailles,,,,,,,,,,,,,,,,,
五四愛國運動,五四爱国运动,wu3 si4 ai4 guo2 yun4 dong4],May Fourth Movement,Chinese national renewal movement that started with 4th May 1919 protest against the Treaty of Versailles,,,,,,,,,,,,,,,,
五四運動,五四运动,Wu3 si4 Yun4 dong4],May Fourth Movement,Chinese national renewal movement that started with 4th May 1919 protest against the Treaty of Versailles,,,,,,,,,,,,,,,,
五大名山,五大名山,Wu3 da4 Ming2 shan1],Five Sacred Mountains of the Daoists namely: Mt Tai 泰山[Tai4 Shan1] in Shandong Mt Hua 華山|华山[Hua4 Shan1] in Shaanxi Mt Heng 衡山[Heng2 Shan1] in Hunan Mt Heng 恆山|恒山[Heng2 Shan1] in Shanxi Mt Song 嵩山[Song1 Shan1] in Henan,,,,,,,,,,,,,,,,,
五大洲,五大洲,wu3 da4 zhou1],five continents,the whole world,,,,,,,,,,,,,,,,
五大湖,五大湖,Wu3 da4 hu2],Great Lakes,the five north American Great Lakes,,,,,,,,,,,,,,,,
五大連池,五大连池,Wu3 da4 lian2 chi2],Wudalianchi county level city in Heihe 黑河[Hei1 he2] Heilongjiang,,,,,,,,,,,,,,,,,
五大連池市,五大连池市,Wu3 da4 lian2 chi2 shi4],Wudalianchi county level city in Heihe 黑河[Hei1 he2] Heilongjiang,,,,,,,,,,,,,,,,,
五子棋,五子棋,wu3 zi3 qi2],five-in-a-row (game similar to tic-tac-toe),Japanese: gomoku,gobang,,,,,,,,,,,,,,,
五官,五官,wu3 guan1],five sense organs of TCM (nose eyes lips tongue ears 鼻目口舌耳),facial features,,,,,,,,,,,,,,,,
五官端正,五官端正,wu3 guan1 duan1 zheng4],to have regular features,,,,,,,,,,,,,,,,,
五家渠,五家渠,Wu3 jia1 qu2],Wujyachü shehiri (Wujiaqu city) or Wǔjiāqú subprefecture level city in Ili Kazakh autonomous prefecture in north Xinjiang,,,,,,,,,,,,,,,,,
五家渠市,五家渠市,Wu3 jia1 qu2 shi4],Wujyachü shehiri (Wujiaqu city) or Wǔjiāqú subprefecture level city in Ili Kazakh autonomous prefecture in north Xinjiang,,,,,,,,,,,,,,,,,
五寨,五寨,Wu3 zhai4],Wuzhai county in Xinzhou 忻州[Xin1 zhou1] Shanxi,,,,,,,,,,,,,,,,,
五寨縣,五寨县,Wu3 zhai4 xian4],Wuzhai county in Xinzhou 忻州[Xin1 zhou1] Shanxi,,,,,,,,,,,,,,,,,
五峰,五峰,Wu3 feng1],abbr. for 五峰土家族自治縣|五峰土家族自治县[Wu3 feng1 Tu3 jia1 zu2 Zi4 zhi4 xian4] Wufeng Tujiazu Autonomous County in Hubei,Wufeng township in Hsinchu County 新竹縣|新竹县[Xin1 zhu2 Xian4] northwest Taiwan,,,,,,,,,,,,,,,,
五峰土家族自治縣,五峰土家族自治县,Wu3 feng1 Tu3 jia1 zu2 Zi4 zhi4 xian4],Wufeng Tujiazu Autonomous County in Hubei,,,,,,,,,,,,,,,,,
五峰縣,五峰县,Wu3 feng1 Xian4],abbr. for 五峰土家族自治縣|五峰土家族自治县[Wu3 feng1 Tu3 jia1 zu2 Zi4 zhi4 xian4] Wufeng Tujiazu Autonomous County in Hubei,,,,,,,,,,,,,,,,,
五峰鄉,五峰乡,Wu3 feng1 xiang1],Wufeng township in Hsinchu County 新竹縣|新竹县[Xin1 zhu2 Xian4] northwest Taiwan,,,,,,,,,,,,,,,,,
五嶺,五岭,wu3 ling3],the five ranges separating Hunan and Jiangxi from south China esp. Guangdong and Guangxi namely: Dayu 大庾嶺|大庾岭[Da4 yu3 ling3] Dupang 都龐嶺|都庞岭[Du1 pang2 ling3] Qitian 騎田嶺|骑田岭[Qi2 tian2 ling3] Mengzhu 萌渚嶺|萌渚岭[Meng2 zhu3 ling3] and Yuecheng 越城嶺|越城岭[Yue4 cheng2 ling3],,,,,,,,,,,,,,,,,
五嶽,五岳,Wu3 yue4],Five Sacred Mountains of the Daoists namely: Mt Tai 泰山[Tai4 Shan1] in Shandong Mt Hua 華山|华山[Hua4 Shan1] in Shaanxi Mt Heng 衡山[Heng2 Shan1] in Hunan Mt Heng 恆山|恒山[Heng2 Shan1] in Shanxi Mt Song 嵩山[Song1 Shan1] in Henan,,,,,,,,,,,,,,,,,
五帝,五帝,wu3 di4],Five Emperors from legendary times,possibly tribal leaders before the historiographers got working on them,usually taken to be Yellow Emperor 黃帝|黄帝[Huang2 di4] and four of his sons Zhuan Xu 顓頊|颛顼[Zhuan1 Xu1] Di Ku 帝嚳|帝喾[Di4 Ku4] Tang Yao 唐堯|唐尧[Tang2 Yao2] Yu Shun 虞舜[Yu2 Shun4],,,,,,,,,,,,,,,
五常,五常,Wu3 chang2],Wuchang county level city in Harbin 哈爾濱|哈尔滨 Heilongjiang,,,,,,,,,,,,,,,,,
五常,五常,wu3 chang2],five constant virtues of Confucianism namely: benevolence 仁 righteousness 義|义 propriety 禮|礼 wisdom 智 and fidelity 信,five cardinal relationships of Confucianism (between ruler and subject father and son husband and wife brothers friends),five phases of Chinese philosophy: water 水 fire 火 wood 木 metal 金 earth 土,,,,,,,,,,,,,,,
五常市,五常市,Wu3 chang2 shi4],Wuchang county level city in Harbin 哈爾濱|哈尔滨 Heilongjiang,,,,,,,,,,,,,,,,,
五年計劃,五年计划,wu3 nian2 ji4 hua4],Five-Year Plan,,,,,,,,,,,,,,,,,
五度,五度,wu3 du4],five degrees,fifth (basic musical interval doh to soh),,,,,,,,,,,,,,,,
五形,五形,wu3 xing2],"Wuxing - ""Five Animals"" - Martial Art",,,,,,,,,,,,,,,,,
五彩,五彩,wu3 cai3],five (main) colors (white black red yellow and blue),multicolored,,,,,,,,,,,,,,,,
五彩繽紛,五彩缤纷,wu3 cai3 bin1 fen1],all the colors in profusion (idiom); a garish display,,,,,,,,,,,,,,,,,
五彩賓紛,五彩宾纷,wu3 cai3 bin1 fen1],colorful,,,,,,,,,,,,,,,,,
五打一,五打一,wu3 da3 yi1],to masturbate (slang),,,,,,,,,,,,,,,,,
五指山,五指山,Wu3 zhi3 shan1],Wuzhi or Mount Five Finger Hainan,Wuzhishan City Hainan,,,,,,,,,,,,,,,,
五指山市,五指山市,Wu3 zhi3 shan1 shi4],Wuzhishan City Hainan,,,,,,,,,,,,,,,,,
五斗櫃,五斗柜,wu3 dou3 gui4],chest of drawers,,,,,,,,,,,,,,,,,
五斗米道,五斗米道,Wu3 dou3 mi3 Dao4],Way of the Five Pecks of Rice (Taoist movement),Way of the Celestial Master,,,,,,,,,,,,,,,,
五方,五方,wu3 fang1],five directions namely: east 東|东 south 南 west 西 north 北 and middle 中,,,,,,,,,,,,,,,,,
五旬節,五旬节,wu3 xun2 jie2],Pentecost,,,,,,,,,,,,,,,,,
五星,五星,wu3 xing1],the five visible planets namely: Mercury 水星 Venus 金星 Mars 火星 Jupiter 木星 Saturn 土星,,,,,,,,,,,,,,,,,
五星紅旗,五星红旗,wu3 xing1 hong2 qi2],five-starred red flag (PRC national flag),,,,,,,,,,,,,,,,,
五星級,五星级,wu3 xing1 ji2],five-star (hotel),,,,,,,,,,,,,,,,,
五更,五更,wu3 geng1],fifth of the five night watch periods 03:00-05:00 (old),,,,,,,,,,,,,,,,,
五月,五月,Wu3 yue4],May,fifth month (of the lunar year),,,,,,,,,,,,,,,,
五月份,五月份,wu3 yue4 fen4],May,,,,,,,,,,,,,,,,,
五月節,五月节,Wu3 yue4 jie2],Dragon Boat Festival (the 5th day of the 5th lunar month),,,,,,,,,,,,,,,,,
五權憲法,五权宪法,wu3 quan2 xian4 fa3],Sun Yat-sen's Five-power constitution of Republic of China then of Taiwan,The five courts or 院[yuan4] are 行政院[xing2 zheng4 yuan4] Executive yuan 立法院[li4 fa3 yuan4] Legislative yuan 司法院[si1 fa3 yuan4] Judicial yuan 考試院|考试院[kao3 shi4 yuan4] Examination yuan 監察院|监察院[jian1 cha2 yuan4] Control yuan,,,,,,,,,,,,,,,,
五步蛇,五步蛇,wu3 bu4 she2],Deinagkistrodon a venomous pit viper,also called five-paced viper (i.e. can grow to five paces),,,,,,,,,,,,,,,,
五毛,五毛,wu3 mao2],see 五毛黨|五毛党[wu3 mao2 dang3],,,,,,,,,,,,,,,,,
五毛黨,五毛党,wu3 mao2 dang3],fifty cents party (person supposed to relay government propaganda on Internet sites),,,,,,,,,,,,,,,,,
五氧化二釩,五氧化二钒,wu3 yang3 hua4 er4 fan2],Vanadium pentoxide V2O5,vanadic anhydride,,,,,,,,,,,,,,,,
五河,五河,Wu3 he2],Wuhe county in Bengbu 蚌埠[Beng4 bu4] Anhui,Punjab province of Pakistan,,,,,,,,,,,,,,,,
五河縣,五河县,Wu3 he2 xian4],Wuhe county in Bengbu 蚌埠[Beng4 bu4] Anhui,,,,,,,,,,,,,,,,,
五洲,五洲,wu3 zhou1],five continents,the world,,,,,,,,,,,,,,,,
五涼,五凉,Wu3 Liang2],the five Liang of the Sixteen Kingdoms namely: Former Liang 前涼|前凉 (314-376) Later Liang 後涼|後凉 (386-403) Northern Liang 北涼|北凉 (398-439) Southern Liang 南涼 (397-414) Western Liang 西涼|西凉 (400-421),,,,,,,,,,,,,,,,,
五湖四海,五湖四海,wu3 hu2 si4 hai3],all parts of the country,,,,,,,,,,,,,,,,,
五燈會元,五灯会元,Wu3 deng1 Hui4 yuan2],Song Dynasty History of Zen Buddhism in China (1252) 20 scrolls,,,,,,,,,,,,,,,,,
五營,五营,Wu3 ying2],Wuying district of Yichun city 伊春市[Yi1 chun1 shi4] Heilongjiang,,,,,,,,,,,,,,,,,
五營區,五营区,Wu3 ying2 qu1],Wuying district of Yichun city 伊春市[Yi1 chun1 shi4] Heilongjiang,,,,,,,,,,,,,,,,,
五環,五环,wu3 huan2],five rings,pentacyclic (chemistry),,,,,,,,,,,,,,,,
五環會徽,五环会徽,wu3 huan2 hui4 hui1],Olympic rings,,,,,,,,,,,,,,,,,
五瘟,五瘟,wu3 wen1],five chief demons of folklore personifying pestilence,,,,,,,,,,,,,,,,,
五瘟神,五瘟神,wu3 wen1 shen2],five chief demons of folklore personifying pestilence,cf four horsemen of the apocalypse,,,,,,,,,,,,,,,,
五癆七傷,五痨七伤,wu3 lao2 qi1 shang1],variant of 五勞七傷|五劳七伤[wu3 lao2 qi1 shang1],,,,,,,,,,,,,,,,,
五百年前是一家,五百年前是一家,wu3 bai3 nian2 qian2 shi4 yi1 jia1],five hundred years ago we were the same family (idiom) (said of persons with the same surname),,,,,,,,,,,,,,,,,
五短身材,五短身材,wu3 duan3 shen1 cai2],(of a person) short in stature,,,,,,,,,,,,,,,,,
五碳糖,五碳糖,wu3 tan4 tang2],pentose (CH20)5 monosaccharide with five carbon atoms such as ribose 核糖[he2 tang2],,,,,,,,,,,,,,,,,
五祖拳,五祖拳,wu3 zu3 quan2],"Wuzuquan - ""Five Ancestors"" - Martial Art",,,,,,,,,,,,,,,,,
五福臨門,五福临门,wu3 fu2 lin2 men2],lit. (may the) five blessings descend upon this home (namely: longevity wealth health virtue and a natural death),(an auspicious saying for the Lunar New Year),,,,,,,,,,,,,,,,
五穀,五谷,wu3 gu3],five crops e.g. millet 粟[su4] soybean 豆[dou4] sesame 麻[ma2] barley 麥|麦[mai4] rice 稻[dao4] or other variants,all crops,all grains,oats peas beans and barley,,,,,,,,,,,,,,
五穀豐登,五谷丰登,wu3 gu3 feng1 deng1],abundant harvest of all food crops,bumper grain harvest,,,,,,,,,,,,,,,,
五筆,五笔,wu3 bi3],abbr. of 五筆字型|五笔字型 five stroke input method for Chinese characters by numbered strokes invented by Wang Yongmin 王永民 in 1983,,,,,,,,,,,,,,,,,
五筆字型,五笔字型,wu3 bi3 zi4 xing2],five stroke input method for Chinese characters by numbered strokes invented by Wang Yongmin 王永民 in 1983,,,,,,,,,,,,,,,,,
五筆字形,五笔字形,wu3 bi3 zi4 xing2],Chinese character input method for entering characters by numbered strokes,variant of 五筆字型|五笔字型[wu3 bi3 zi4 xing2],,,,,,,,,,,,,,,,
五筆編碼,五笔编码,wu3 bi3 bian1 ma3],five-stroke code Chinese character input method,,,,,,,,,,,,,,,,,
五筆輸入法,五笔输入法,wu3 bi3 shu1 ru4 fa3],five stroke input method for Chinese characters by numbered strokes invented by Wang Yongmin 王永民 in 1983,,,,,,,,,,,,,,,,,
五等爵位,五等爵位,wu3 deng3 jue2 wei4],five orders of feudal nobility namely: Duke 公[gong1] Marquis 侯[hou2] Count 伯[bo2] Viscount 子[zi3] Baron 男[nan2],,,,,,,,,,,,,,,,,
五糧液,五粮液,Wu3 liang2 ye4],Wuliangye liquor,Five Grain liquor,,,,,,,,,,,,,,,,
五級士官,五级士官,wu3 ji2 shi4 guan1],master sergeant,,,,,,,,,,,,,,,,,
五結,五结,Wu3 jie2],Wujie or Wuchieh township in Yilan county 宜蘭縣|宜兰县[Yi2 lan2 xian4] Taiwan,,,,,,,,,,,,,,,,,
五結鄉,五结乡,Wu3 jie2 xiang1],Wujie or Wuchieh township in Yilan county 宜蘭縣|宜兰县[Yi2 lan2 xian4] Taiwan,,,,,,,,,,,,,,,,,
五經,五经,Wu3 jing1],the Five Classics of Confucianism namely: the Book of Songs 詩經|诗经[Shi1 jing1] the Book of History 書經|书经[Shu1 jing1] the Classic of Rites 禮記|礼记[Li3 ji4] the Book of Changes 易經|易经[Yi4 jing1] and the Spring and Autumn Annals 春秋[Chun1 qiu1],,,,,,,,,,,,,,,,,
五線譜,五线谱,wu3 xian4 pu3],(music) staff,stave,,,,,,,,,,,,,,,,
五聲音階,五声音阶,wu3 sheng1 yin1 jie1],pentatonic scale,,,,,,,,,,,,,,,,,
五股,五股,Wu3 gu3],Wugu township in New Taipei City 新北市[Xin1 bei3 shi4] Taiwan,,,,,,,,,,,,,,,,,
五股鄉,五股乡,Wu3 gu3 xiang1],Wugu township in New Taipei City 新北市[Xin1 bei3 shi4] Taiwan,,,,,,,,,,,,,,,,,
五胡,五胡,Wu3 hu2],Five non-Han people namely: Huns or Xiongnu 匈奴[Xiong1 nu2] Xianbei 鮮卑|鲜卑[Xian1 bei1] Jie 羯[Jie2] Di 氐[Di1] Qiang 羌[Qiang1] esp. in connection with the Sixteen Kingdoms 304-439 五胡十六國|五胡十六国[Wu3 hu2 Shi2 liu4 guo2],,,,,,,,,,,,,,,,,
五胡十六國,五胡十六国,Wu3 hu2 Shi2 liu4 guo2],Sixteen Kingdoms of Five non-Han people (ruling most of China 304-439),,,,,,,,,,,,,,,,,
五臟,五脏,wu3 zang4],five viscera of TCM namely: heart 心[xin1] liver 肝[gan1] spleen 脾[pi2] lungs 肺[fei4] and kidneys 腎|肾[shen4],,,,,,,,,,,,,,,,,
五臟六腑,五脏六腑,wu3 zang4 liu4 fu3],five viscera and six bowels (TCM),,,,,,,,,,,,,,,,,
五臺,五台,Wu3 tai2],Wutai city and county in Xinzhou 忻州[Xin1 zhou1] Shanxi,,,,,,,,,,,,,,,,,
五臺山,五台山,Wu3 tai2 Shan1],Mt Wutai in Shanxi 山西[Shan1 xi1] one of the Four Sacred Mountains and home of the Bodhimanda of Manjushri 文殊[Wen2 shu1],,,,,,,,,,,,,,,,,
五臺市,五台市,Wu3 tai2 shi4],Wutai city in Shanxi,,,,,,,,,,,,,,,,,
五臺縣,五台县,Wu3 tai2 xian4],Wutai county in Xinzhou 忻州[Xin1 zhou1] Shanxi,,,,,,,,,,,,,,,,,
五色,五色,wu3 se4],multi-colored,the rainbow,garish,,,,,,,,,,,,,,,
五色繽紛,五色缤纷,wu3 se4 bin1 fen1],all the colors in profusion (idiom); a garish display,,,,,,,,,,,,,,,,,
五花八門,五花八门,wu3 hua1 ba1 men2],myriad,all kinds of,all sorts of,,,,,,,,,,,,,,,
五花大綁,五花大绑,wu3 hua1 da4 bang3],to bind a person's upper body with arms tied behind the back and rope looped around the neck,to truss up,,,,,,,,,,,,,,,,
五花肉,五花肉,wu3 hua1 rou4],streaky pork,,,,,,,,,,,,,,,,,
五花醃豬肉,五花腌猪肉,wu3 hua1 yan1 zhu1 rou4],streaky bacon,,,,,,,,,,,,,,,,,
五苓散,五苓散,wu3 ling2 san3],wuling powder (decoction of poria mushroom used in TCM),poria five powder,Hoelen five powder,five ling powder,,,,,,,,,,,,,,
